"Date(UTC)","UnixTimeStamp","No. of Verified Contracts"
"2022-09-28","1664323200","690"
"2022-09-29","1664409600","796"
"2022-09-30","1664496000","675"
"2022-10-01","1664582400","619"
"2022-10-02","1664668800","603"
"2022-10-03","1664755200","536"
"2022-10-04","1664841600","735"
"2022-10-05","1664928000","662"
"2022-10-06","1665014400","846"
"2022-10-07","1665100800","746"
"2022-10-08","1665187200","537"
"2022-10-09","1665273600","357"
"2022-10-10","1665360000","480"
"2022-10-11","1665446400","606"
"2022-10-12","1665532800","681"
"2022-10-13","1665619200","627"
"2022-10-14","1665705600","593"
"2022-10-15","1665792000","414"
"2022-10-16","1665878400","614"
"2022-10-17","1665964800","704"
"2022-10-18","1666051200","877"
"2022-10-19","1666137600","845"
"2022-10-20","1666224000","755"
"2022-10-21","1666310400","784"
"2022-10-22","1666396800","587"
"2022-10-23","1666483200","732"
"2022-10-24","1666569600","976"
"2022-10-25","1666656000","876"
"2022-10-26","1666742400","839"
"2022-10-27","1666828800","823"
"2022-10-28","1666915200","833"
"2022-10-29","1667001600","678"
"2022-10-30","1667088000","619"
"2022-10-31","1667174400","780"
"2022-11-01","1667260800","798"
"2022-11-02","1667347200","775"
"2022-11-03","1667433600","647"
"2022-11-04","1667520000","583"
"2022-11-05","1667606400","529"
"2022-11-06","1667692800","468"
"2022-11-07","1667779200","624"
"2022-11-08","1667865600","531"
"2022-11-09","1667952000","364"
"2022-11-10","1668038400","472"
"2022-11-11","1668124800","552"
"2022-11-12","1668211200","299"
"2022-11-13","1668297600","315"
"2022-11-14","1668384000","470"
"2022-11-15","1668470400","566"
"2022-11-16","1668556800","619"
"2022-11-17","1668643200","539"
"2022-11-18","1668729600","619"
"2022-11-19","1668816000","405"
"2022-11-20","1668902400","462"
"2022-11-21","1668988800","447"
"2022-11-22","1669075200","607"
"2022-11-23","1669161600","578"
"2022-11-24","1669248000","531"
"2022-11-25","1669334400","519"
"2022-11-26","1669420800","368"
"2022-11-27","1669507200","489"
"2022-11-28","1669593600","665"
"2022-11-29","1669680000","670"
"2022-11-30","1669766400","580"
"2022-12-01","1669852800","632"
"2022-12-02","1669939200","562"
"2022-12-03","1670025600","449"
"2022-12-04","1670112000","446"
"2022-12-05","1670198400","666"
"2022-12-06","1670284800","625"
"2022-12-07","1670371200","632"
"2022-12-08","1670457600","650"
"2022-12-09","1670544000","503"
"2022-12-10","1670630400","444"
"2022-12-11","1670716800","510"
"2022-12-12","1670803200","783"
"2022-12-13","1670889600","757"
"2022-12-14","1670976000","712"
"2022-12-15","1671062400","678"
"2022-12-16","1671148800","583"
"2022-12-17","1671235200","496"
"2022-12-18","1671321600","548"
"2022-12-19","1671408000","693"
"2022-12-20","1671494400","752"
"2022-12-21","1671580800","738"
"2022-12-22","1671667200","666"
"2022-12-23","1671753600","689"
"2022-12-24","1671840000","547"
"2022-12-25","1671926400","460"
"2022-12-26","1672012800","488"
"2022-12-27","1672099200","613"
"2022-12-28","1672185600","805"
"2022-12-29","1672272000","793"
"2022-12-30","1672358400","820"
"2022-12-31","1672444800","871"
"2023-01-01","1672531200","1223"
"2023-01-02","1672617600","2172"
"2023-01-03","1672704000","803"
"2023-01-04","1672790400","673"
"2023-01-05","1672876800","701"
"2023-01-06","1672963200","702"
"2023-01-07","1673049600","495"
"2023-01-08","1673136000","505"
"2023-01-09","1673222400","662"
"2023-01-10","1673308800","699"
"2023-01-11","1673395200","740"
"2023-01-12","1673481600","689"
"2023-01-13","1673568000","555"
"2023-01-14","1673654400","485"
"2023-01-15","1673740800","433"
"2023-01-16","1673827200","636"
"2023-01-17","1673913600","682"
"2023-01-18","1674000000","695"
"2023-01-19","1674086400","599"
"2023-01-20","1674172800","568"
"2023-01-21","1674259200","461"
"2023-01-22","1674345600","441"
"2023-01-23","1674432000","565"
"2023-01-24","1674518400","571"
"2023-01-25","1674604800","723"
"2023-01-26","1674691200","717"
"2023-01-27","1674777600","708"
"2023-01-28","1674864000","559"
"2023-01-29","1674950400","584"
"2023-01-30","1675036800","755"
"2023-01-31","1675123200","741"
"2023-02-01","1675209600","674"
"2023-02-02","1675296000","659"
"2023-02-03","1675382400","832"
"2023-02-04","1675468800","579"
"2023-02-05","1675555200","630"
"2023-02-06","1675641600","889"
"2023-02-07","1675728000","755"
"2023-02-08","1675814400","721"
"2023-02-09","1675900800","725"
"2023-02-10","1675987200","735"
"2023-02-11","1676073600","549"
"2023-02-12","1676160000","550"
"2023-02-13","1676246400","676"
"2023-02-14","1676332800","654"
"2023-02-15","1676419200","485"
"2023-02-16","1676505600","607"
"2023-02-17","1676592000","528"
"2023-02-18","1676678400","402"
"2023-02-19","1676764800","420"
"2023-02-20","1676851200","460"
"2023-02-21","1676937600","570"
"2023-02-22","1677024000","594"
"2023-02-23","1677110400","510"
"2023-02-24","1677196800","489"
"2023-02-25","1677283200","363"
"2023-02-26","1677369600","354"
"2023-02-27","1677456000","517"
"2023-02-28","1677542400","571"
"2023-03-01","1677628800","509"
"2023-03-02","1677715200","529"
"2023-03-03","1677801600","505"
"2023-03-04","1677888000","466"
"2023-03-05","1677974400","496"
"2023-03-06","1678060800","473"
"2023-03-07","1678147200","627"
"2023-03-08","1678233600","688"
"2023-03-09","1678320000","824"
"2023-03-10","1678406400","609"
"2023-03-11","1678492800","207"
"2023-03-12","1678579200","403"
"2023-03-13","1678665600","651"
"2023-03-14","1678752000","606"
"2023-03-15","1678838400","646"
"2023-03-16","1678924800","629"
"2023-03-17","1679011200","658"
"2023-03-18","1679097600","458"
"2023-03-19","1679184000","411"
"2023-03-20","1679270400","576"
"2023-03-21","1679356800","623"
"2023-03-22","1679443200","627"
"2023-03-23","1679529600","499"
"2023-03-24","1679616000","514"
"2023-03-25","1679702400","396"
"2023-03-26","1679788800","403"
"2023-03-27","1679875200","507"
"2023-03-28","1679961600","572"
"2023-03-29","1680048000","585"
"2023-03-30","1680134400","625"
"2023-03-31","1680220800","597"
"2023-04-01","1680307200","409"
"2023-04-02","1680393600","386"
"2023-04-03","1680480000","612"
"2023-04-04","1680566400","547"
"2023-04-05","1680652800","507"
"2023-04-06","1680739200","605"
"2023-04-07","1680825600","547"
"2023-04-08","1680912000","353"
"2023-04-09","1680998400","338"
"2023-04-10","1681084800","531"
"2023-04-11","1681171200","564"
"2023-04-12","1681257600","533"
"2023-04-13","1681344000","469"
"2023-04-14","1681430400","496"
"2023-04-15","1681516800","373"
"2023-04-16","1681603200","349"
"2023-04-17","1681689600","674"
"2023-04-18","1681776000","714"
"2023-04-19","1681862400","796"
"2023-04-20","1681948800","933"
"2023-04-21","1682035200","756"
"2023-04-22","1682121600","631"
"2023-04-23","1682208000","716"
"2023-04-24","1682294400","825"
"2023-04-25","1682380800","769"
"2023-04-26","1682467200","687"
"2023-04-27","1682553600","716"
"2023-04-28","1682640000","822"
"2023-04-29","1682726400","615"
"2023-04-30","1682812800","655"
"2023-05-01","1682899200","623"
"2023-05-02","1682985600","706"
"2023-05-03","1683072000","794"
"2023-05-04","1683158400","774"
"2023-05-05","1683244800","447"
"2023-05-06","1683331200","604"
"2023-05-07","1683417600","722"
"2023-05-08","1683504000","686"
"2023-05-09","1683590400","853"
"2023-05-10","1683676800","879"
"2023-05-11","1683763200","821"
"2023-05-12","1683849600","756"
"2023-05-13","1683936000","758"
"2023-05-14","1684022400","725"
"2023-05-15","1684108800","912"
"2023-05-16","1684195200","890"
"2023-05-17","1684281600","893"
"2023-05-18","1684368000","837"
"2023-05-19","1684454400","956"
"2023-05-20","1684540800","673"
"2023-05-21","1684627200","764"
"2023-05-22","1684713600","877"
"2023-05-23","1684800000","791"
"2023-05-24","1684886400","866"
"2023-05-25","1684972800","779"
"2023-05-26","1685059200","809"
"2023-05-27","1685145600","621"
"2023-05-28","1685232000","778"
"2023-05-29","1685318400","920"
"2023-05-30","1685404800","736"
"2023-05-31","1685491200","908"
"2023-06-01","1685577600","891"
"2023-06-02","1685664000","789"
"2023-06-03","1685750400","590"
"2023-06-04","1685836800","577"
"2023-06-05","1685923200","712"
"2023-06-06","1686009600","741"
"2023-06-07","1686096000","686"
"2023-06-08","1686182400","784"
"2023-06-09","1686268800","634"
"2023-06-10","1686355200","364"
"2023-06-11","1686441600","381"
"2023-06-12","1686528000","662"
"2023-06-13","1686614400","676"
"2023-06-14","1686700800","598"
"2023-06-15","1686787200","639"
"2023-06-16","1686873600","682"
"2023-06-17","1686960000","553"
"2023-06-18","1687046400","466"
"2023-06-19","1687132800","757"
"2023-06-20","1687219200","773"
"2023-06-21","1687305600","703"
"2023-06-22","1687392000","736"
"2023-06-23","1687478400","668"
"2023-06-24","1687564800","494"
"2023-06-25","1687651200","507"
"2023-06-26","1687737600","655"
"2023-06-27","1687824000","730"
"2023-06-28","1687910400","760"
"2023-06-29","1687996800","813"
"2023-06-30","1688083200","778"
"2023-07-01","1688169600","668"
"2023-07-02","1688256000","590"
"2023-07-03","1688342400","810"
"2023-07-04","1688428800","685"
"2023-07-05","1688515200","527"
"2023-07-06","1688601600","692"
"2023-07-07","1688688000","887"
"2023-07-08","1688774400","685"
"2023-07-09","1688860800","758"
"2023-07-10","1688947200","894"
"2023-07-11","1689033600","829"
"2023-07-12","1689120000","891"
"2023-07-13","1689206400","792"
"2023-07-14","1689292800","703"
"2023-07-15","1689379200","597"
"2023-07-16","1689465600","632"
"2023-07-17","1689552000","764"
"2023-07-18","1689638400","648"
"2023-07-19","1689724800","803"
"2023-07-20","1689811200","730"
"2023-07-21","1689897600","796"
"2023-07-22","1689984000","703"
"2023-07-23","1690070400","602"
"2023-07-24","1690156800","774"
"2023-07-25","1690243200","948"
"2023-07-26","1690329600","787"
"2023-07-27","1690416000","877"
"2023-07-28","1690502400","799"
"2023-07-29","1690588800","624"
"2023-07-30","1690675200","547"
"2023-07-31","1690761600","634"
"2023-08-01","1690848000","768"
"2023-08-02","1690934400","766"
"2023-08-03","1691020800","793"
"2023-08-04","1691107200","858"
"2023-08-05","1691193600","611"
"2023-08-06","1691280000","584"
"2023-08-07","1691366400","956"
"2023-08-08","1691452800","827"
"2023-08-09","1691539200","818"
"2023-08-10","1691625600","790"
"2023-08-11","1691712000","844"
"2023-08-12","1691798400","675"
"2023-08-13","1691884800","604"
"2023-08-14","1691971200","757"
"2023-08-15","1692057600","653"
"2023-08-16","1692144000","670"
"2023-08-17","1692230400","639"
"2023-08-18","1692316800","669"
"2023-08-19","1692403200","598"
"2023-08-20","1692489600","519"
"2023-08-21","1692576000","766"
"2023-08-22","1692662400","651"
"2023-08-23","1692748800","791"
"2023-08-24","1692835200","696"
"2023-08-25","1692921600","689"
"2023-08-26","1693008000","501"
"2023-08-27","1693094400","476"
"2023-08-28","1693180800","719"
"2023-08-29","1693267200","789"
"2023-08-30","1693353600","790"
"2023-08-31","1693440000","756"
"2023-09-01","1693526400","613"
"2023-09-02","1693612800","535"
"2023-09-03","1693699200","527"
"2023-09-04","1693785600","687"
"2023-09-05","1693872000","854"
"2023-09-06","1693958400","754"
"2023-09-07","1694044800","745"
"2023-09-08","1694131200","655"
"2023-09-09","1694217600","513"
"2023-09-10","1694304000","467"
"2023-09-11","1694390400","663"
"2023-09-12","1694476800","765"
"2023-09-13","1694563200","689"
"2023-09-14","1694649600","731"
"2023-09-15","1694736000","741"
"2023-09-16","1694822400","537"
"2023-09-17","1694908800","571"
"2023-09-18","1694995200","677"
"2023-09-19","1695081600","720"
"2023-09-20","1695168000","796"
"2023-09-21","1695254400","774"
"2023-09-22","1695340800","637"
"2023-09-23","1695427200","509"
"2023-09-24","1695513600","562"
"2023-09-25","1695600000","714"
"2023-09-26","1695686400","742"
"2023-09-27","1695772800","695"
"2023-09-28","1695859200","757"
"2023-09-29","1695945600","606"
"2023-09-30","1696032000","502"
"2023-10-01","1696118400","513"
"2023-10-02","1696204800","749"
"2023-10-03","1696291200","826"
"2023-10-04","1696377600","716"
"2023-10-05","1696464000","642"
"2023-10-06","1696550400","647"
"2023-10-07","1696636800","506"
"2023-10-08","1696723200","528"
"2023-10-09","1696809600","733"
"2023-10-10","1696896000","680"
"2023-10-11","1696982400","683"
"2023-10-12","1697068800","703"
"2023-10-13","1697155200","610"
"2023-10-14","1697241600","442"
"2023-10-15","1697328000","454"
"2023-10-16","1697414400","623"
"2023-10-17","1697500800","674"
"2023-10-18","1697587200","678"
"2023-10-19","1697673600","616"
"2023-10-20","1697760000","606"
"2023-10-21","1697846400","426"
"2023-10-22","1697932800","458"
"2023-10-23","1698019200","491"
"2023-10-24","1698105600","602"
"2023-10-25","1698192000","536"
"2023-10-26","1698278400","628"
"2023-10-27","1698364800","577"
"2023-10-28","1698451200","498"
"2023-10-29","1698537600","416"
"2023-10-30","1698624000","600"
"2023-10-31","1698710400","703"
"2023-11-01","1698796800","551"
"2023-11-02","1698883200","529"
"2023-11-03","1698969600","486"
"2023-11-04","1699056000","420"
"2023-11-05","1699142400","376"
"2023-11-06","1699228800","492"
"2023-11-07","1699315200","503"
"2023-11-08","1699401600","471"
"2023-11-09","1699488000","414"
"2023-11-10","1699574400","448"
"2023-11-11","1699660800","386"
"2023-11-12","1699747200","484"
"2023-11-13","1699833600","570"
"2023-11-14","1699920000","649"
"2023-11-15","1700006400","609"
"2023-11-16","1700092800","526"
"2023-11-17","1700179200","539"
"2023-11-18","1700265600","376"
"2023-11-19","1700352000","434"
"2023-11-20","1700438400","492"
"2023-11-21","1700524800","452"
"2023-11-22","1700611200","506"
"2023-11-23","1700697600","427"
"2023-11-24","1700784000","431"
"2023-11-25","1700870400","316"
"2023-11-26","1700956800","342"
"2023-11-27","1701043200","498"
"2023-11-28","1701129600","525"
"2023-11-29","1701216000","542"
"2023-11-30","1701302400","507"
"2023-12-01","1701388800","561"
"2023-12-02","1701475200","452"
"2023-12-03","1701561600","367"
"2023-12-04","1701648000","490"
"2023-12-05","1701734400","525"
"2023-12-06","1701820800","482"
"2023-12-07","1701907200","468"
"2023-12-08","1701993600","477"
"2023-12-09","1702080000","315"
"2023-12-10","1702166400","413"
"2023-12-11","1702252800","473"
"2023-12-12","1702339200","443"
"2023-12-13","1702425600","423"
"2023-12-14","1702512000","409"
"2023-12-15","1702598400","357"
"2023-12-16","1702684800","279"
"2023-12-17","1702771200","306"
"2023-12-18","1702857600","442"
"2023-12-19","1702944000","412"
"2023-12-20","1703030400","388"
"2023-12-21","1703116800","390"
"2023-12-22","1703203200","337"
"2023-12-23","1703289600","260"
"2023-12-24","1703376000","203"
"2023-12-25","1703462400","215"
"2023-12-26","1703548800","271"
"2023-12-27","1703635200","310"
"2023-12-28","1703721600","282"
"2023-12-29","1703808000","322"
"2023-12-30","1703894400","283"
"2023-12-31","1703980800","206"
"2024-01-01","1704067200","305"
"2024-01-02","1704153600","332"
"2024-01-03","1704240000","326"
"2024-01-04","1704326400","360"
"2024-01-05","1704412800","401"
"2024-01-06","1704499200","246"
"2024-01-07","1704585600","182"
"2024-01-08","1704672000","352"
"2024-01-09","1704758400","430"
"2024-01-10","1704844800","296"
"2024-01-11","1704931200","349"
"2024-01-12","1705017600","333"
"2024-01-13","1705104000","271"
"2024-01-14","1705190400","180"
"2024-01-15","1705276800","335"
"2024-01-16","1705363200","356"
"2024-01-17","1705449600","333"
"2024-01-18","1705536000","297"
"2024-01-19","1705622400","325"
"2024-01-20","1705708800","276"
"2024-01-21","1705795200","235"
"2024-01-22","1705881600","360"
"2024-01-23","1705968000","340"
"2024-01-24","1706054400","422"
"2024-01-25","1706140800","308"
"2024-01-26","1706227200","304"
"2024-01-27","1706313600","284"
"2024-01-28","1706400000","272"
"2024-01-29","1706486400","397"
"2024-01-30","1706572800","383"
"2024-01-31","1706659200","408"
"2024-02-01","1706745600","401"
"2024-02-02","1706832000","420"
"2024-02-03","1706918400","278"
"2024-02-04","1707004800","316"
"2024-02-05","1707091200","360"
"2024-02-06","1707177600","313"
"2024-02-07","1707264000","304"
"2024-02-08","1707350400","405"
"2024-02-09","1707436800","329"
"2024-02-10","1707523200","327"
"2024-02-11","1707609600","267"
"2024-02-12","1707696000","385"
"2024-02-13","1707782400","416"
"2024-02-14","1707868800","397"
"2024-02-15","1707955200","338"
"2024-02-16","1708041600","361"
"2024-02-17","1708128000","268"
"2024-02-18","1708214400","315"
"2024-02-19","1708300800","393"
"2024-02-20","1708387200","393"
"2024-02-21","1708473600","416"
"2024-02-22","1708560000","357"
"2024-02-23","1708646400","414"
"2024-02-24","1708732800","242"
"2024-02-25","1708819200","343"
"2024-02-26","1708905600","340"
"2024-02-27","1708992000","295"
"2024-02-28","1709078400","320"
"2024-02-29","1709164800","215"
"2024-03-01","1709251200","246"
"2024-03-02","1709337600","172"
"2024-03-03","1709424000","226"
"2024-03-04","1709510400","274"
"2024-03-05","1709596800","266"
"2024-03-06","1709683200","312"
"2024-03-07","1709769600","355"
"2024-03-08","1709856000","324"
"2024-03-09","1709942400","215"
"2024-03-10","1710028800","239"
"2024-03-11","1710115200","355"
"2024-03-12","1710201600","399"
"2024-03-13","1710288000","348"
"2024-03-14","1710374400","340"
"2024-03-15","1710460800","292"
"2024-03-16","1710547200","208"
"2024-03-17","1710633600","259"
"2024-03-18","1710720000","282"
"2024-03-19","1710806400","217"
"2024-03-20","1710892800","280"
"2024-03-21","1710979200","315"
"2024-03-22","1711065600","247"
"2024-03-23","1711152000","171"
"2024-03-24","1711238400","182"
"2024-03-25","1711324800","373"
"2024-03-26","1711411200","278"
"2024-03-27","1711497600","249"
"2024-03-28","1711584000","295"
"2024-03-29","1711670400","256"
"2024-03-30","1711756800","158"
"2024-03-31","1711843200","194"
"2024-04-01","1711929600","247"
"2024-04-02","1712016000","190"
"2024-04-03","1712102400","254"
"2024-04-04","1712188800","175"
"2024-04-05","1712275200","318"
"2024-04-06","1712361600","235"
"2024-04-07","1712448000","203"
"2024-04-08","1712534400","332"
"2024-04-09","1712620800","291"
"2024-04-10","1712707200","290"
"2024-04-11","1712793600","348"
"2024-04-12","1712880000","256"
"2024-04-13","1712966400","147"
"2024-04-14","1713052800","174"
"2024-04-15","1713139200","268"
"2024-04-16","1713225600","271"
"2024-04-17","1713312000","313"
